"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Weapon.Used.Code","Weapon.Description","Status.Code","Status.Description","Crime.Code.1","Crime.Code.2","Crime.Code.3","Crime.Code.4","Address","Cross.Street","Lat","Lon","timestamp","day","hour"
"324",161518284,2016-09-16,2016-09-16,"13:30",15,"N Hollywood",1524,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0416 1218 2004",24,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"VICTORY                      BL","LAUREL CANYON                BL",34.1867,-118.3965,13H 30M 0S,"Fri",13
"325",162016788,2016-09-16,2016-09-16,"17:30",20,"Olympic",2039,"236","INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 1814 2004 1218 0447 0416 0400",38,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",236,NA,NA,NA,"HOOVER                       ST","SUNSET                       PL",34.0608,-118.2842,17H 30M 0S,"Fri",17
"326",160123552,2016-09-17,2016-09-17,"02:30",1,"Central",159,"626","INTIMATE PARTNER - SIMPLE ASSAULT","1218 2004 0416",53,"M","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",626,NA,NA,NA,"1700 E  7TH                          ST","",34.0387,-118.2335,2H 30M 0S,"Sat",2
"327",160123568,2016-09-17,2016-09-17,"15:40",1,"Central",138,"624","BATTERY - SIMPLE ASSAULT","1218 0416 2004",31,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"4TH                          ST","OMAR                         ST",34.0454,-118.2422,15H 40M 0S,"Sat",15
"328",160123587,2016-09-17,2016-09-17,"20:45",1,"Central",156,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1218 2004 0416 1813 1243 0444 0429",25,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"500 S  SAN PEDRO                    ST","",34.0437,-118.2455,20H 45M 0S,"Sat",20
"329",160124790,2016-10-05,2016-09-17,"14:00",1,"Central",148,"420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1218 0385 1300 0344",48,"F","B",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"5TH                          ST","GLADYS",34.0421,-118.2405,14H 0M 0S,"Sat",14
"330",160217321,2016-09-17,2016-09-17,"21:10",2,"Rampart",285,"624","BATTERY - SIMPLE ASSAULT","1202 1309 1310 1240 0416 1218 1206 2002",62,"M","A",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"1800 W  11TH                         PL","",34.0481,-118.2779,21H 10M 0S,"Sat",21
"331",160415489,2016-09-24,2016-09-17,"14:00",4,"Hollenbeck",438,"121","RAPE, FORCIBLE","1218 0527 1206 2004",24,"F","H",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"ALHAMBRA","LOMBARDY",34.0736,-118.1724,14H 0M 0S,"Sat",14
"332",160815966,2016-09-17,2016-09-17,"02:35",8,"West LA",853,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 0416 1218",60,"M","B",102,"SIDEWALK",312,"PIPE/METAL PIPE","AA","Adult Arrest",230,NA,NA,NA,"SANTA MONICA","SAWTELLE",34.0465,-118.4484,2H 35M 0S,"Sat",2
"333",161116513,2016-09-18,2016-09-17,"19:50",11,"Northeast",1181,"625","OTHER ASSAULT","1218 2004 0443 0432 0334",43,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",625,NA,NA,NA,"1300    LIBERTY                      ST","",34.0786,-118.2615,19H 50M 0S,"Sat",19
"334",161423776,2016-09-17,2016-09-17,"13:30",14,"Pacific",1444,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0400",56,"M","B",103,"ALLEY",207,"OTHER KNIFE","AA","Adult Arrest",230,NA,NA,NA,"WASHINGTON","LINCOLN",33.9905,-118.4478,13H 30M 0S,"Sat",13
"335",160123611,2016-09-18,2016-09-18,"20:30",1,"Central",148,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0416",40,"M","H",102,"SIDEWALK",312,"PIPE/METAL PIPE","AA","Adult Arrest",230,NA,NA,NA,"5TH                          ST","CROCKER",34.0435,-118.2427,20H 30M 0S,"Sun",20
"336",160123632,2016-09-18,2016-09-18,"22:00",1,"Central",156,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0429 0416 1218",47,"M","W",101,"STREET",302,"BLUNT INSTRUMENT","IC","Invest Cont",230,NA,NA,NA,"6TH","SAN JULIAN                   ST",34.0428,-118.2461,22H 0M 0S,"Sun",22
"337",160516002,2016-09-18,2016-09-18,"08:30",5,"Harbor",516,"624","BATTERY - SIMPLE ASSAULT","0400 1218 0416 1817",50,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",308,"STICK","IC","Invest Cont",624,NA,NA,NA,"FRIES","I                            ST",33.7868,-118.2658,8H 30M 0S,"Sun",8
"338",161015690,2016-09-18,2016-09-18,"21:45",10,"West Valley",1004,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0445 0416 1414 1420 0319 0345 1822 1218 0400",34,"M","O",102,"SIDEWALK",311,"HAMMER","IC","Invest Cont",230,NA,NA,NA,"SATICOY","LINDLEY",34.2084,-118.5273,21H 45M 0S,"Sun",21
"339",161116515,2016-09-18,2016-09-18,"04:00",11,"Northeast",1123,"210","ROBBERY","1402 0344 1218 0334 0432 0355 0416 0429 0329 0906",15,"M","H",101,"STREET",218,"OTHER CUTTING INSTRUMENT","AO","Adult Other",210,998,NA,NA,"GLENFELIZ","LOS FELIZ",34.1235,-118.2685,4H 0M 0S,"Sun",4
"340",161223777,2016-09-21,2016-09-18,"17:30",12,"77th Street",1258,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0416 0446 0429 1218",28,"F","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"MAIN                         ST","78TH                         ST",33.9688,-118.2739,17H 30M 0S,"Sun",17
"341",160101270,2016-09-20,2016-09-19,"21:30",1,"Central",195,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0411 0416 1206 0353",41,"M","H",101,"STREET",207,"OTHER KNIFE","IC","Invest Cont",230,NA,NA,NA,"16TH                         ST","SANTEE",34.0321,-118.2599,21H 30M 0S,"Mon",21
"342",160123635,2016-09-19,2016-09-19,"00:40",1,"Central",182,"624","BATTERY - SIMPLE ASSAULT","1218 0416",32,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"OLIVE","OLYMPIC",34.0423,-118.2595,40M 0S,"Mon",0
"343",160123708,2016-09-19,2016-09-19,"03:00",1,"Central",147,"210","ROBBERY","0449 0344 1218",38,"F","B",102,"SIDEWALK",219,"SCREWDRIVER","IC","Invest Cont",210,NA,NA,NA,"300 E  5TH                          ST","",34.0453,-118.2443,3H 0M 0S,"Mon",3
"344",160123775,2016-09-20,2016-09-19,"23:00",1,"Central",157,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",29,"M","H",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"6TH                          ST","CROCKER",34.0417,-118.2443,23H 0M 0S,"Mon",23
"345",160123957,2016-09-22,2016-09-19,"23:00",1,"Central",148,"121","RAPE, FORCIBLE","1218 2004 0500 0522 0516",30,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"4TH                          ST","CROCKER                      ST",34.0449,-118.2415,23H 0M 0S,"Mon",23
"346",160217404,2016-09-19,2016-09-19,"14:00",2,"Rampart",236,"930","CRIMINAL THREATS - NO WEAPON DISPLAYED","0913 1218 0421 0345",51,"M","W",101,"STREET",114,"AIR PISTOL/REVOLVER/RIFLE/BB GUN","IC","Invest Cont",930,NA,NA,NA,"MOUNTAIN VIEW","VALLEY",34.0646,-118.2709,14H 0M 0S,"Mon",14
"347",161223701,2016-09-20,2016-09-19,"14:30",12,"77th Street",1255,"624","BATTERY - SIMPLE ASSAULT","0416 1218",56,"F","B",301,"GAS STATION",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"1400 W  FLORENCE                     AV","",33.9746,-118.3003,14H 30M 0S,"Mon",14
"348",161518372,2016-09-19,2016-09-19,"03:05",15,"N Hollywood",1596,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1817 1414 1218 0913 1402 0411",29,"M","W",505,"MOTEL",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",230,998,NA,NA,"11100    VENTURA                      BL","",34.1411,-118.372,3H 5M 0S,"Mon",3
"349",162000895,2016-09-19,2016-09-19,"02:50",20,"Olympic",2019,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 1218 2004 0416",38,"M","B",101,"STREET",308,"STICK","AO","Adult Other",230,998,NA,NA,"3RD                          ST","VERMONT",34.0691,-118.2917,2H 50M 0S,"Mon",2
"350",160123789,2016-09-20,2016-09-20,"06:50",1,"Central",157,"624","BATTERY - SIMPLE ASSAULT","0305 0448 0419 0416 2004 1218",47,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"500    CROCKER                      ST","",34.0435,-118.2427,6H 50M 0S,"Tues",6
"351",160123802,2016-09-20,2016-09-20,"11:20",1,"Central",156,"930","CRIMINAL THREATS - NO WEAPON DISPLAYED","1218 2004 0443",19,"F","B",101,"STREET",NA,"","IC","Invest Cont",930,NA,NA,NA,"5TH","SAN JULIAN",34.0446,-118.245,11H 20M 0S,"Tues",11
"352",160123831,2016-09-20,2016-09-20,"10:00",1,"Central",156,"624","BATTERY - SIMPLE ASSAULT","0429 0400 1218 2004",33,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH                          ST","SAN JULIAN",34.0428,-118.2461,10H 0M 0S,"Tues",10
"353",160217435,2016-09-20,2016-09-20,"08:30",2,"Rampart",271,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1402 0302 0334 1218",55,"M","H",101,"STREET",207,"OTHER KNIFE","IC","Invest Cont",230,998,NA,NA,"PARK VIEW                    ST","10TH                         ST",34.0533,-118.2829,8H 30M 0S,"Tues",8
"354",160321526,2016-09-20,2016-09-20,"21:30",3,"Southwest",351,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0421 0432 2000 1813 1310 0449 2004 0302 0334",36,"F","B",108,"PARKING LOT",101,"REVOLVER","AO","Adult Other",230,NA,NA,NA,"5000    RODEO                        RD","",34.023,-118.351,21H 30M 0S,"Tues",21
"355",160415332,2016-09-20,2016-09-20,"16:30",4,"Hollenbeck",467,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1243 1813 2004 1218 0319 0448 0400",19,"F","H",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"2700 E  1ST                          ST","",34.0421,-118.206,16H 30M 0S,"Tues",16
"356",160415342,2016-09-20,2016-09-20,"23:05",4,"Hollenbeck",421,"624","BATTERY - SIMPLE ASSAULT","0444 0429 0416 1218",34,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"1800 N  BROADWAY","",34.0716,-118.2224,23H 5M 0S,"Tues",23
"357",160516140,2016-09-21,2016-09-20,"22:00",5,"Harbor",555,"210","ROBBERY","0416 0344 0429 1218",23,"M","H",103,"ALLEY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"6TH","GAFFEY",33.7483,-118.2931,22H 0M 0S,"Tues",22
"358",160816079,2016-09-20,2016-09-20,"05:00",8,"West LA",881,"210","ROBBERY","0344 0342 1309 0377 0416 0446 1218 2004",23,"M","A",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"EXPOSITION","AMHERST",34.0313,-118.4536,5H 0M 0S,"Tues",5
"359",161015780,2016-09-20,2016-09-20,"18:30",10,"West Valley",1028,"624","BATTERY - SIMPLE ASSAULT","0416 1817 1218",29,"F","B",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",624,NA,NA,NA,"FORBES","VANOWEN                      ST",34.1939,-118.4989,18H 30M 0S,"Tues",18
"360",162017044,2016-09-21,2016-09-20,"17:00",20,"Olympic",2039,"121","RAPE, FORCIBLE","0407 0527 1218 1241 1821 2000 2001 2004",45,"F","O",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",121,NA,NA,NA,"SUNSET                       PL","HOOVER",34.0608,-118.2842,17H 0M 0S,"Tues",17
"361",160123800,2016-09-21,2016-09-21,"00:30",1,"Central",146,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 2004 1218",23,"F","B",102,"SIDEWALK",312,"PIPE/METAL PIPE","AO","Adult Other",626,NA,NA,NA,"5TH","SAN PEDRO",34.0461,-118.2461,30M 0S,"Wed",0
"362",160123832,2016-09-21,2016-09-21,"13:28",1,"Central",148,"624","BATTERY - SIMPLE ASSAULT","1218 0416",43,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"5TH                          ST","SAN PEDRO",34.0442,-118.2439,13H 28M 0S,"Wed",13
"363",160217491,2016-09-21,2016-09-21,"09:40",2,"Rampart",218,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1218 2004",43,"M","W",109,"PARK/PLAYGROUND",312,"PIPE/METAL PIPE","IC","Invest Cont",230,NA,NA,NA,"PARK                         AV","LEMOYNE",34.0757,-118.2605,9H 40M 0S,"Wed",9
"364",160217522,2016-09-22,2016-09-21,"20:30",2,"Rampart",246,"210","ROBBERY","1218 1206 0344 0416",49,"M","H",102,"SIDEWALK",212,"BOTTLE","IC","Invest Cont",210,NA,NA,NA,"6TH                          ST","ALVARADO                     ST",34.0596,-118.2749,20H 30M 0S,"Wed",20
"365",160917420,2016-09-21,2016-09-21,"09:30",9,"Van Nuys",963,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0444 0448 1814 1218 0400",33,"F","W",103,"ALLEY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"VAN NUYS","HUSTON",34.1594,-118.4487,9H 30M 0S,"Wed",9
"366",161015853,2016-09-21,2016-09-21,"17:30",10,"West Valley",1029,"624","BATTERY - SIMPLE ASSAULT","1822 1218 1202 0400 0417",67,"M","W",301,"GAS STATION",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"HASKELL","SHERMAN                      WY",34.2012,-118.4749,17H 30M 0S,"Wed",17
"367",161319724,2016-09-21,2016-09-21,"07:00",13,"Newton",1313,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218 2004",43,"M","H",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"18TH                         ST","STANFORD                     AV",34.0277,-118.2549,7H 0M 0S,"Wed",7
"368",161319760,2016-09-21,2016-09-21,"15:45",13,"Newton",1317,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 1816 0416 0334 2000 1218 1814",32,"F","B",102,"SIDEWALK",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",230,NA,NA,NA,"HOOPER                       AV","16TH                         ST",34.0241,-118.2446,15H 45M 0S,"Wed",15
"369",161424125,2016-09-22,2016-09-21,"23:55",14,"Pacific",1413,"623","BATTERY POLICE (SIMPLE)","0416 1218 1212",NA,"M","O",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",623,NA,NA,NA,"5TH","ROSE",33.9981,-118.4741,23H 55M 0S,"Wed",23
"370",161518599,2016-09-22,2016-09-21,"17:00",15,"N Hollywood",1557,"236","INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 0416 1218 1813 2004 0445",48,"F","W",203,"OTHER BUSINESS",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",236,NA,NA,NA,"10800    MAGNOLIA                     BL","",34.1649,-118.3659,17H 0M 0S,"Wed",17
"371",161918758,2016-09-22,2016-09-21,"21:30",19,"Mission",1985,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0432",31,"F","H",108,"PARKING LOT",307,"VEHICLE","IC","Invest Cont",230,NA,NA,NA,"8500    TOBIAS                       AV","",34.2248,-118.4516,21H 30M 0S,"Wed",21
"372",162016995,2016-09-21,2016-09-21,"00:35",20,"Olympic",2029,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 1402 0411 0319 2004",62,"M","B",108,"PARKING LOT",200,"KNIFE WITH BLADE 6INCHES OR LESS","AA","Adult Arrest",230,998,NA,NA,"6TH","VERMONT",34.0637,-118.2916,35M 0S,"Wed",0
"373",160124023,2016-09-23,2016-09-22,"18:30",1,"Central",153,"440","THEFT PLAIN - PETTY ($950 & UNDER)","1218 0344",36,"M","H",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"6TH                          ST","SPRING",34.046,-118.2509,18H 30M 0S,"Thurs",18
"374",160123960,2016-09-23,2016-09-22,"16:50",1,"Central",166,"624","BATTERY - SIMPLE ASSAULT","0416 1218",57,"F","W",517,"",312,"PIPE/METAL PIPE","IC","Invest Cont",624,NA,NA,NA,"600 S  SAN PEDRO                    ST","",34.0421,-118.2469,16H 50M 0S,"Thurs",16
"375",161918791,2016-09-22,2016-09-22,"17:35",19,"Mission",1951,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 0417 1218",46,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",230,NA,NA,NA,"DEVONSHIRE                   ST","LANGDON                      AV",34.2573,-118.4696,17H 35M 0S,"Thurs",17
"376",160123958,2016-09-23,2016-09-23,"03:30",1,"Central",156,"210","ROBBERY","0302 0305 0429 0408 0344 1218",19,"M","B",101,"STREET",109,"SEMI-AUTOMATIC PISTOL","IC","Invest Cont",210,NA,NA,NA,"6TH                          ST","SAN PEDRO",34.0423,-118.2452,3H 30M 0S,"Fri",3
"377",160124053,2016-09-23,2016-09-23,"17:30",1,"Central",127,"624","BATTERY - SIMPLE ASSAULT","1218",30,"M","H",753,"DETENTION/JAIL FACILITY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"100 N  LOS ANGELES                  ST","",34.0515,-118.2424,17H 30M 0S,"Fri",17
"378",161319916,2016-09-23,2016-09-23,"18:00",13,"Newton",1331,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1241 1218 0416 1814",41,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"GRAND                        AV","ADAMS",34.0254,-118.2729,18H 0M 0S,"Fri",18
"379",160217643,2016-09-24,2016-09-24,"03:00",2,"Rampart",257,"210","ROBBERY","1218 2004 0344 0421",58,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"1500    WILSHIRE                     BL","",34.0546,-118.2684,3H 0M 0S,"Sat",3
"380",161015999,2016-09-24,2016-09-24,"16:20",10,"West Valley",1049,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1309 1822 1218 0445 0416",48,"F","W",109,"PARK/PLAYGROUND",304,"CLUB/BAT","IC","Invest Cont",230,NA,NA,NA,"6300    WOODLEY                      AV","",34.1852,-118.4837,16H 20M 0S,"Sat",16
"381",161319951,2016-09-24,2016-09-24,"13:30",13,"Newton",1341,"210","ROBBERY","0334 0448 0344 0432 1402 1218",45,"F","W",102,"SIDEWALK",201,"KNIFE WITH BLADE OVER 6 INCHES IN LENGTH","IC","Invest Cont",210,998,NA,NA,"39TH                         ST","HILL                         ST",34.0131,-118.2791,13H 30M 0S,"Sat",13
"382",161424255,2016-09-24,2016-09-24,"16:00",14,"Pacific",1415,"350","THEFT, PERSON","1218",47,"F","W",203,"OTHER BUSINESS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",350,NA,NA,NA,"600    LINCOLN                      BL","",34.0001,-118.4653,16H 0M 0S,"Sat",16
"383",161818387,2016-09-25,2016-09-24,"19:30",18,"Southeast",1822,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 0913 1817 2004 1218",31,"M","H",518,"",302,"BLUNT INSTRUMENT","IC","Invest Cont",230,NA,NA,NA,"FLOWER","98TH                         ST",33.9474,-118.2801,19H 30M 0S,"Sat",19
"384",160516360,2016-09-25,2016-09-25,"19:35",5,"Harbor",516,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 0913 1218",51,"F","H",203,"OTHER BUSINESS",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"100 W  PACIFIC COAST                HY","",33.7912,-118.2633,19H 35M 0S,"Sun",19
"385",161016024,2016-09-25,2016-09-25,"22:50",10,"West Valley",1003,"341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","1218 0344 0377",23,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",341,NA,NA,NA,"LANARK                       ST","RESEDA                       BL",34.2175,-118.5361,22H 50M 0S,"Sun",22
"386",161518795,2016-09-25,2016-09-25,"18:00",15,"N Hollywood",1511,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 2004 0400 0913 1008 0334 0445",51,"F","H",108,"PARKING LOT",207,"OTHER KNIFE","AO","Adult Other",230,NA,NA,NA,"SHERMAN                      WY","ETHEL                        AV",34.2012,-118.4211,18H 0M 0S,"Sun",18
"387",160622134,2016-10-20,2016-09-26,"21:00",6,"Hollywood",632,"815","SEXUAL PENTRATION WITH A FOREIGN OBJECT","1218 1814 0413 0515",31,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",815,NA,NA,NA,"1500 N  FAIRFAX                      AV","",34.104,-118.3755,21H 0M 0S,"Mon",21
"388",160124195,2016-09-26,2016-09-26,"19:56",1,"Central",181,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1402 1218",36,"M","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,998,NA,NA,"FIGUEROA                     ST","PICO",34.0407,-118.268,19H 56M 0S,"Mon",19
"389",160124207,2016-09-26,2016-09-26,"21:50",1,"Central",138,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 1218 0411 0445 0913",41,"M","H",102,"SIDEWALK",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",230,NA,NA,NA,"4TH                          ST","CROCKER                      ST",34.0449,-118.2415,21H 50M 0S,"Mon",21
"390",160124236,2016-09-27,2016-09-26,"05:30",1,"Central",156,"624","BATTERY - SIMPLE ASSAULT","0416 1218",48,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"5TH                          ST","WALL                         ST",34.0449,-118.2458,5H 30M 0S,"Mon",5
"391",160816372,2016-09-27,2016-09-26,"23:30",8,"West LA",855,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 0417 0444 0429 1218 2004",54,"M","W",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",440,NA,NA,NA,"1300 S  SEPULVEDA                    BL","",34.0514,-118.4476,23H 30M 0S,"Mon",23
"392",161016080,2016-09-26,2016-09-26,"22:00",10,"West Valley",1011,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0400 0416 0445 1218 1820 2002 1206 1414",43,"M","H",101,"STREET",212,"BOTTLE","IC","Invest Cont",230,NA,NA,NA,"SATICOY                      ST","TAMPA                        AV",34.2084,-118.5535,22H 0M 0S,"Mon",22
"393",161320071,2016-09-26,2016-09-26,"11:20",13,"Newton",1321,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0411 1218 1822 2004",35,"M","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"400 W  WASHINGTON                   BL","",34.0333,-118.2697,11H 20M 0S,"Mon",11
"394",161320061,2016-09-26,2016-09-26,"08:05",13,"Newton",1317,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0411 0432 1822 1218",40,"M","B",501,"SINGLE FAMILY DWELLING",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"1300 E  OLYMPIC                      BL","",34.032,-118.2441,8H 5M 0S,"Mon",8
"395",161424448,2016-09-26,2016-09-26,"17:00",14,"Pacific",1489,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","2004 0400 1218",51,"F","W",504,"OTHER RESIDENCE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",230,NA,NA,NA,"ISIS","95TH                         ST",33.9502,-118.3763,17H 0M 0S,"Mon",17
"396",160124211,2016-09-27,2016-09-27,"00:30",1,"Central",162,"210","ROBBERY","1218 2004 0400 0355 0344",22,"M","A",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"7TH                          ST","OLIVE",34.0467,-118.2556,30M 0S,"Tues",0
